id,num_colis,poids,montant,ratio_montant_poids,code_service,portee_dest,gouvernorat,annee,mois,score_if
1170450,EE582207762TN,12.72,205.0,16.115085292036788,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6953598556335234
1170461,EE580066639TN,9.12,237.0,25.983992983225527,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.6938952335884666
1170490,EE582207780TN,9.0,235.0,26.108210198866793,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6938952335884666
1170534,EE582690382TN,14.02,275.0,19.61343698737608,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7250775726332898
1170542,EE582690405TN,10.0,195.0,19.498050194980504,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.6780323441113828
1170544,EE582690419TN,9.88,195.0,19.73484465135108,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.6780323441113828
1170575,EE580066700TN,17.64,458.0,25.962247038149762,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.757238530460505
1170615,EE581214651TN,13.6,205.0,15.072421145504007,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7035287706548488
1170620,EE580067033TN,11.941,251.0,21.01825489867694,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7138816273855733
1170621,EE580066775TN,13.36,275.0,20.582291744629895,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.726059391894969
1170675,EE580066832TN,13.53,484.0,35.76971399009682,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7424535718652062
1170739,EE581168360TN,17.3,165.0,9.537020981446158,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7075728554118955
1170740,EE581160423TN,17.42,165.0,9.471327707938693,EMS-I,INTERNATIONAL,Tunis,2026,4,-0.7075728554118955
1170751,EE577254915TN,20.09,686.0,34.14464187944851,RPP-I,INTERNATIONAL,Kasserine,2026,2,-0.7644453299066387
1170759,EE580767132TN,9.8,250.0,25.507601265177023,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.6995519261894849
1170762,EE581181940TN,12.9,453.0,35.11355708859779,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7379463034582404
1170794,EE580238435TN,18.8,190.0,10.105845433753522,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7274450427688495
1170825,EE582690657TN,11.66,185.0,15.864848640768374,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.6888043586916358
1170849,EE580197515TN,19.9,230.0,11.557208180493443,EMS-I,INTERNATIONAL,Tozeur,2026,2,-0.7395173786828738
1170850,EE580197529TN,24.36,270.0,11.083288863347153,EMS-I,INTERNATIONAL,Tozeur,2026,2,-0.7577510410467333
1170869,EE577811560TN,6.28,251.0,39.96178952396115,RPP-I,INTERNATIONAL,Monastir,2026,3,-0.6920439241796965
1170870,EE577812199TN,3.86,225.0,58.27505827505828,RPP-I,INTERNATIONAL,Monastir,2026,4,-0.6800212391222672
1170889,EE582022882TN,13.66,282.0,20.64270551204158,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.7255683161927666
1170914,EE582690745TN,25.34,340.0,13.416992226036857,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7665169849444241
1170915,EE582690759TN,10.48,275.0,26.237954393664726,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7159313469305789
1171023,EE573750193TN,6.13,251.0,40.939487848638066,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.6946406741019561
1171080,EE582690864TN,19.98,270.0,13.512837195335567,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7450417312607489
1171213,EE581433113TN,10.36,263.0,25.383650226812087,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7028729351235625
1171348,EE577611095TN,8.78,202.0,23.004213643093046,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.6711859332066009
1171349,EE579643507TN,12.74,453.0,35.55450906522251,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7379463034582404
1171361,EE580238617TN,9.54,305.0,31.96729902525941,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7125486382210388
1171375,EE577141927TN,19.2,25.0,1.3020155200249988,EMS-N,NATIONAL,Sousse,2026,2,-0.6748258642367648
1171458,EE580702834TN,13.77,282.0,20.477815699658706,RPP-I,INTERNATIONAL,Médenine,2026,2,-0.7255683161927666
1171459,EE583102445TN,6.93,230.0,33.18424469773481,RPP-I,INTERNATIONAL,Médenine,2026,5,-0.6905847693228656
1171497,EE580238648TN,14.13,265.0,18.753096030004954,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7226288291194509
1171500,EE580067002TN,10.76,233.0,21.652262800854942,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7075873278851389
1171505,EE582174812TN,15.78,285.0,18.059692034725305,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7295062407090211
1171512,EE580067020TN,14.1,290.0,20.565917310829022,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.731483210440585
1171513,EE582174826TN,11.52,185.0,16.057633885947403,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6883384807098888
1171555,EE580238886TN,14.64,265.0,18.099856567174374,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7231179153319713
1171696,EE582174857TN,6.74,220.0,32.63610740246254,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6755244794216065
1171706,EE580910752TN,0.014,45.0,3000.0,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.6768491031765672
1171731,EE579335320TN,10.5,263.0,25.045233787258358,RPP-I,INTERNATIONAL,Médenine,2026,2,-0.7072652161773408
1171794,EE580067081TN,10.68,276.0,25.840277127609777,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7169007813924719
1171871,EE580067135TN,18.64,305.0,16.361783166139155,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7511153744343408
1171918,EE582377982TN,17.89,250.0,13.973506232183778,EMS-I,INTERNATIONAL,Ariana,2026,2,-0.7350279352433793
1171940,EE533183565TN,15.28,308.0,20.15574896930829,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7385485160461457
1171941,EE582590720TN,7.0,220.0,31.42408227396086,EMS-I,INTERNATIONAL,Sfax,2026,2,-0.6765333300863847
1171990,EE582255388TN,0.013,45.0,3214.2857142857147,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.6768491031765672
1171996,EE579301241TN,18.7,25.0,1.3368269076519972,EMS-N,NATIONAL,Gafsa,2026,2,-0.6707291484105663
1172038,EE580197753TN,13.0,390.0,29.997692485193447,EMS-I,INTERNATIONAL,Tozeur,2026,2,-0.7360542782478984
1172097,EE581181088TN,19.32,497.0,25.723306247088658,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7623792739027688
1172100,EE578988356TN,9.98,217.0,21.741308486123636,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6878577949192686
1172145,EE474702205TN,11.34,243.0,21.42668195044529,RPP-I,INTERNATIONAL,Gabès,2026,2,-0.7124340893401889
1172157,EE581636663TN,18.93,484.0,25.56653108657757,RPP-I,INTERNATIONAL,Inconnu,2026,2,-0.7608333971612308
1172175,EE575875179TN,26.28,680.0,25.874205699935313,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.774859899521032
1172355,EE576785700TN,8.2,211.0,25.728569686623587,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6747594844337212
1172418,EE571723941TN,13.8,280.0,20.288384899644953,EMS-I,INTERNATIONAL,Jendouba,2026,2,-0.7255683161927666
1172421,EE580769045TN,14.04,500.0,35.609999287800015,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7414495834506258
1172440,EE578316324TN,0.009,45.0,4500.000000000001,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.6981659028829166
1172456,EE576349347TN,11.93,251.0,21.03763305674294,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7138816273855733
1172476,EE576349355TN,12.77,267.0,20.906741836974398,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7177561239690741
1172486,EE483978314TN,6.72,220.0,32.733224222585925,EMS-I,INTERNATIONAL,Sousse,2026,2,-0.6755244794216065
1172513,EE582591212TN,19.31,270.0,13.981668479105172,EMS-I,INTERNATIONAL,Sfax,2026,2,-0.7450417312607489
1172514,EE582165081TN,12.78,260.0,20.34269618965652,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7148482863456355
1172611,EE579301140TN,14.49,367.0,25.32606445379891,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.7360542782478984
1172653,EE578427965TN,8.06,211.0,26.17541247984121,RPP-I,INTERNATIONAL,Inconnu,2026,2,-0.672786945658574
1172838,EE580942525TN,9.6,217.0,22.601812311217582,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.6818341872215283
1172895,EE577920689TN,10.003,433.0,43.28268692522991,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7286377498597639
1172902,EE582692128TN,14.74,195.0,13.228410555593245,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7069950715345344
1172946,EE581503865TN,14.91,300.0,20.119374958084634,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7359510032179105
1172957,EE582364428TN,23.37,897.0,38.38089940524581,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.774859899521032
1172958,EE577611121TN,16.56,432.0,26.08538131755329,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7491169462323313
1172968,EE580067489TN,9.64,305.0,31.635722435432008,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7169007813924719
1172992,EE576785727TN,8.1,211.0,26.04616713985928,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6733912743723715
1172996,EE577535615TN,11.5,185.0,16.085557777584558,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6883384807098888
1173015,EE576785735TN,9.7,250.0,25.770539119678386,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.701922469922064
1173017,EE488139453TN,8.03,235.0,29.261611256381524,EMS-I,INTERNATIONAL,Sfax,2026,5,-0.6873210150403082
1173057,EE579410895TN,22.12,30.0,1.3561773880023507,EMS-N,NATIONAL,Gabès,2026,4,-0.6858731857699759
1173061,EE574451054TN,18.91,484.0,25.59356987996404,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7623792739027688
1173086,EE581379783TN,9.35,237.0,25.344882900224576,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.6929569085512455
1173130,EE572575728TN,10.45,375.0,35.88173380537748,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7271602908192674
1173135,EE581943876TN,10.27,263.0,25.606075357803526,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7052547326267621
1173168,EE579176518TN,16.12,419.0,25.990943489857944,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7486102753807324
1173187,EE581636765TN,9.55,250.0,26.175269605276934,RPP-I,INTERNATIONAL,Inconnu,2026,2,-0.6967178390356562
1173206,EE578183194TN,9.32,237.0,25.426456388799487,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.6929569085512455
1173218,EE580198039TN,22.26,30.0,1.3476483536229278,EMS-N,NATIONAL,Tozeur,2026,2,-0.6858731857699759
1173253,EE580239325TN,20.66,490.0,23.716180242969845,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7634116029722012
1173300,EE576270046TN,17.9,349.0,19.496117535333223,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.7521324511861218
1173311,EE580764343TN,12.0,302.0,25.164569619198403,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7281291836973031
1173623,EE582692675TN,24.72,325.0,13.146717365802354,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7654804565989143
1173657,EE581816869TN,16.0,285.0,17.811386788325727,EMS-I,INTERNATIONAL,Bizerte,2026,2,-0.7896790957477572
1173658,EE582233745TN,5.72,12.0,2.097535395909806,EMS-N,NATIONAL,Béja,2026,2,-0.6899630180606752
1173660,EE580153307TN,11.58,14.0,1.2088766082376305,EMS-N,NATIONAL,Kairouan,2026,2,-0.736018631273334
1173674,EE581816926TN,3.84,11.0,2.8638375423066913,EMS-N,NATIONAL,Bizerte,2026,2,-0.6788197679066492
1173676,EE575539778TN,1.0,50.0,49.95004995004996,EMS-I,INTERNATIONAL,Zaghouan,2026,2,-0.6851713027013477
1173691,EE581225190TN,21.9,295.0,13.469704579699558,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7955781670529618
1173719,EE581817011TN,5.24,12.0,2.289639381797367,EMS-N,NATIONAL,Bizerte,2026,2,-0.6918328252350163
1173727,EE580842624TN,4.77,10.0,2.0959966464053656,EMS-N,NATIONAL,Kairouan,2026,2,-0.6829660099632631
1173729,EE581253099TN,16.64,432.0,25.95997836668469,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.794502340505845
1173731,EE581253108TN,11.52,422.0,36.6287648641611,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7374471879544624
1173749,EE581181370TN,9.54,250.0,26.202704119065093,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6967178390356562
1173791,EE581092635TN,9.51,218.0,22.920828514351804,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6818341872215283
1173910,EE580153443TN,19.78,270.0,13.64946160457004,EMS-I,INTERNATIONAL,Kairouan,2026,2,-0.7450417312607489
1173953,EE576085251TN,12.5,259.0,20.718342532597394,RPP-I,INTERNATIONAL,Kairouan,2026,2,-0.7153321065681437
1173995,EE580857527TN,8.26,211.0,25.54170197312674,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.6724806759678801
1174001,EE577021487TN,8.22,328.0,39.89782264931274,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.7111285387192985
1174024,EE569938864TN,6.9,279.0,40.42892334444283,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.702365123897038
1174050,EE578508125TN,11.1,243.0,21.88991982704261,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7077439040623081
1174209,EE539249985TN,8.11,211.0,26.01405498705462,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.6733912743723715
1174238,EE579376664TN,20.36,26.0,1.2769510338392023,EMS-N,NATIONAL,Sousse,2026,2,-0.6798669574012729
1174271,EE432157751TN,4.03,240.0,59.53857603572314,RPP-I,INTERNATIONAL,Ariana,2026,4,-0.6884756155171382
1174332,EE579155915TN,14.098,500.0,35.463508050216326,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7424535718652062
1174399,EE579431428TN,15.24,393.0,25.78570959910767,RPP-I,INTERNATIONAL,Gabès,2026,2,-0.7430594626797778
1174469,EE562176085TN,9.63,250.0,25.957844460595993,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7004991814647837
1174559,EE581636938TN,14.81,380.0,25.65660657619337,RPP-I,INTERNATIONAL,Inconnu,2026,2,-0.7405499904407931
1174573,EE578508134TN,8.78,329.0,37.467258854344614,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.717286175985777
1174593,EE581636955TN,7.17,295.0,41.137916608562264,RPP-I,INTERNATIONAL,Inconnu,2026,2,-0.7075461418288251
1174619,EE582693185TN,15.84,155.0,9.784735812133073,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.6950395276117936
1174730,EE580857460TN,20.15,524.0,26.003672274328817,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.7634116029722012
1174797,EE580647506TN,10.84,233.0,21.492482243335488,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7071087459016406
1174803,EE576675678TN,0.009,39.0,3900.0000000000005,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6939971462599898
1174846,EE580239780TN,12.1,390.0,32.228741426328405,EMS-I,INTERNATIONAL,Inconnu,2026,2,-0.7364499694600977
1174870,EE583755337TN,0.016,60.0,3529.411764705882,RPP-I,INTERNATIONAL,Sousse,2026,6,-0.7057178584359232
1174896,EE580067395TN,7.8,298.0,38.20023073964876,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7068114375330129
1174918,EE576675655TN,8.79,224.0,25.48060516437266,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6825976555928105
1175078,EE579514207TN,8.32,211.0,25.357529143131835,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.67546087191209
1175103,EE582693503TN,14.26,360.0,25.24367155178459,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.735058943326138
1175128,EE582693517TN,16.24,405.0,24.936888122652547,EMS-I,INTERNATIONAL,Gabès,2026,2,-0.7481039472197551
1175222,EE579300847TN,23.06,30.0,1.3008976193573565,EMS-N,NATIONAL,Gafsa,2026,2,-0.6872667568322905
1175226,EE579300833TN,21.69,25.0,1.1525517495735558,EMS-N,NATIONAL,Gafsa,2026,2,-0.6835568439351697
1175232,EE579300855TN,22.6,30.0,1.327374894916154,EMS-N,NATIONAL,Gafsa,2026,2,-0.6868019188190656
1175235,EE579300864TN,19.53,25.0,1.2800163842097176,EMS-N,NATIONAL,Gafsa,2026,2,-0.6748258642367648
1175238,EE439962116TN,8.49,211.0,24.84984100812625,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.6787627489998027
1175242,EE580926837TN,16.1,419.0,26.023228370908633,RPP-I,INTERNATIONAL,Kébili,2026,2,-0.7486102753807324
1175244,EE579155552TN,9.38,360.0,38.37543971858011,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7206913753849333
1175253,EE571046928TN,0.03,85.0,2741.935483870968,EMS-I,INTERNATIONAL,Tataouine,2026,2,-0.6901005634691211
1175261,EE579484893TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.6906487523739626
1175274,EE579324021TN,9.53,218.0,22.87273108802854,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.6818341872215283
1175478,EE579538526TN,10.0,305.0,30.496950304969506,EMS-I,INTERNATIONAL,Sousse,2026,2,-0.7178715285545002
1175481,EE582209692TN,10.82,415.0,38.35135384899732,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7330881629788147
1175482,EE582209701TN,7.92,320.0,40.39893952783739,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7096865831128423
1175485,EE576743801TN,11.44,289.0,25.260029717682023,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7226288291194509
1175519,EE579314599TN,22.12,30.0,1.3561773880023507,EMS-N,NATIONAL,Gafsa,2026,2,-0.6858731857699759
1175563,EE578252685TN,8.06,211.0,26.17541247984121,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.672786945658574
1175589,EE579155583TN,13.43,274.0,20.40056585511131,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.726059391894969
1175614,EE582752025TN,6.6,308.0,46.65959703075291,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7142800082895624
1175729,EE573750264TN,20.62,396.0,19.203724358663496,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7608333971612308
1175813,EE580067943TN,16.84,605.0,35.924232527759635,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7556298073545477
1175835,EE580066571TN,13.28,341.0,25.675777426398618,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.735058943326138
1175846,EE580067373TN,10.56,235.0,22.251680712053783,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7051976527041226
1175858,EE579300793TN,28.98,35.0,1.2076877954521927,EMS-N,NATIONAL,Gafsa,2026,2,-0.697922991396179
1176028,EE582166232TN,8.82,275.0,31.175603673052944,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7058310942314616
1176044,EE579770165TN,10.8,276.0,25.553189519488935,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7149632233937125
1176076,EE580866784TN,25.41,472.0,18.57463303293849,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.7675549168411309
1176104,EE580703551TN,14.0,354.0,25.28390829226484,RPP-I,INTERNATIONAL,Médenine,2026,2,-0.7330723095099007
1176148,EE581225756TN,30.0,380.0,12.66624445851805,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7701558995979635
1176199,EE581092754TN,11.48,289.0,25.17202334291438,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7245871609918911
1176323,EE583466131TN,0.02,65.0,3095.238095238095,RPP-I,INTERNATIONAL,Tataouine,2026,5,-0.6945279049765081
1176387,EE580067855TN,9.56,360.0,37.65296517100722,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7206913753849333
1176390,EE580068246TN,10.6,235.0,22.167720026412603,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7066304876106475
1176403,EE577537488TN,10.76,175.0,16.262429142273024,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6781274914926142
1176466,EE576357900TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6906487523739626
1176471,EE577318638TN,9.9,217.0,21.916978083021917,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6873925571530112
1176476,EE576357913TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.6906487523739626
1176542,EE580872612TN,0.009,45.0,4500.000000000001,RPP-I,INTERNATIONAL,Gafsa,2026,2,-0.6981659028829166
1176589,EE578923474TN,0.005,45.0,7500.0,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.700212850023923
1176611,EE580068294TN,5.28,255.0,48.286309411096376,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6943379462852427
1176633,EE580068303TN,4.52,225.0,49.767750497677504,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6793189604758774
1176655,EE580154280TN,28.8,35.0,1.2152355820978438,EMS-N,NATIONAL,Kairouan,2026,2,-0.697922991396179
1176666,EE572160822TN,24.44,30.0,1.2274456855284153,EMS-N,NATIONAL,Sousse,2026,2,-0.6936860581133175
1176685,EE582364958TN,6.0,236.0,39.3267788701883,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6915758550935925
1176710,EE573750281TN,9.225,210.0,22.76176024279211,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.681373023567407
1176756,EE577537562TN,10.6,245.0,23.1110272615791,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7075873278851389
1176912,EE434691249TN,9.75,250.0,25.638396061942366,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.701922469922064
1176942,EE577537576TN,11.0,175.0,15.907644759567313,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.6776688348898833
1176984,EE580068334TN,12.36,259.0,20.95299733031308,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7138816273855733
1176994,EE580068351TN,16.0,406.0,25.373414161614896,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.746587016563522
1177005,EE579644958TN,15.96,470.0,29.446776517762043,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.750639017251024
1177018,EE580068379TN,7.88,298.0,37.81246034767162,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7058556464620732
1177226,EE581937120TN,9.4,344.0,36.591851930645674,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7197168150638661
1177266,EE581502131TN,10.94,391.0,35.73713554519697,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7306123659718173
1177268,EE572160836TN,29.4,35.0,1.1904356994660046,EMS-N,NATIONAL,Sousse,2026,2,-0.697922991396179
1177284,EE579795025TN,8.48,313.0,36.90602523287348,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.715347576386288
1177367,EE579154574TN,10.3,375.0,36.404232598776815,RPP-I,INTERNATIONAL,Sousse,2026,2,-0.7265665123990254
1177459,EE580199842TN,23.06,245.0,10.623997224751745,EMS-I,INTERNATIONAL,Tozeur,2026,2,-0.750607351930875
1177464,EE581419108TN,11.74,422.0,35.94242398432842,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7364499694600977
1177576,EE583662312TN,19.2,25.0,1.3020155200249988,EMS-N,NATIONAL,Tataouine,2026,5,-0.6748258642367648
1177613,EE582035360TN,0.014,48.0,3200.0,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.6815447513482561
1177802,EE579324256TN,18.27,25.0,1.3682885446883037,EMS-N,NATIONAL,Gafsa,2026,2,-0.668916377856767
1177816,EE582135717TN,12.2,258.0,21.145807720678636,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7138816273855733
1177817,EE580068572TN,5.04,220.0,43.642134497123585,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.6732526013376232
1177881,EE582035311TN,10.17,263.0,25.857831088388558,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7028729351235625
1177885,EE579226523TN,20.64,25.0,1.2111816287970543,EMS-N,NATIONAL,Tunis,2026,2,-0.6798669574012729
1177957,EE581543502TN,12.73,453.0,35.582436572146726,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7379463034582404
1177988,EE580068728TN,29.54,1027.0,34.76524152872279,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7759091284631018
1178105,EE580068816TN,24.62,641.0,26.034685837293367,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7727656962014056
1178135,EE579425232TN,0.01,39.0,3545.4545454545455,RPP-I,INTERNATIONAL,Gabès,2026,2,-0.6921214896046288
1178144,EE579225134TN,21.26,375.0,17.637928601665017,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7639282915880523
1178183,EE579661355TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Kasserine,2026,2,-0.6906487523739626
1178255,EE583367108TN,24.48,848.0,34.63910787958008,RPP-I,INTERNATIONAL,Tunis,2026,3,-0.7738120894066733
1178264,EE579605340TN,12.0,251.0,20.914923756353637,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7138816273855733
1178272,EE582131701TN,8.13,211.0,25.950067642356412,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.6733912743723715
1178318,EE575551102TN,11.0,235.0,21.361694391418965,RPP-I,INTERNATIONAL,Sfax,2026,2,-0.7071087459016406
1178381,EE580060035TN,13.44,275.0,20.45978721821293,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7265507999646962
1178566,EE581235356TN,22.2,220.0,9.909463537678482,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7428637348962398
1178567,EE581238777TN,25.0,235.0,9.399624015039398,EMS-I,INTERNATIONAL,Tunis,2026,3,-0.7526415059000232
1178574,EE579324361TN,8.67,275.0,31.71491177488179,EMS-I,INTERNATIONAL,Gafsa,2026,2,-0.7058310942314616
1178576,EE581185080TN,13.5,468.0,34.664098955632916,RPP-I,INTERNATIONAL,Tataouine,2026,2,-0.7424535718652062
1178623,EE580060295TN,13.3,341.0,25.63717013758364,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.7355564424295278
1178873,EE575535161TN,8.12,275.0,33.862824775273985,EMS-I,INTERNATIONAL,Zaghouan,2026,3,-0.6996744306105885
1178889,EE580644005TN,17.5,300.0,17.141877606993884,EMS-I,INTERNATIONAL,Sfax,2026,2,-0.7470608023382257
1178891,EE582167034TN,21.56,210.0,9.73980798664255,EMS-I,INTERNATIONAL,Tunis,2026,2,-0.7403549236722395
1178893,EE583460536TN,0.02,60.0,2857.142857142857,RPP-I,INTERNATIONAL,Tataouine,2026,4,-0.6759357912343149
1178931,EE582781110TN,0.012,45.0,3461.5384615384614,RPP-I,INTERNATIONAL,Monastir,2026,2,-0.6906487523739626
1178962,EE582377829TN,11.7,249.0,21.28023245876421,RPP-I,INTERNATIONAL,Ariana,2026,2,-0.7138816273855733
1178968,EE580060242TN,18.74,365.0,19.47601515394056,RPP-I,INTERNATIONAL,Tunis,2026,2,-0.754681172448231
1179036,EE584028199TN,0.004,5.0,1000.0,EMS-N,NATIONAL,Bizerte,2026,5,-0.699249735489451
